"Symbol","ISIN","Company","First Listing Date","Face Value","Paid Up Value","Market Lot","Industry"
"BLKASHYAP","INE350H01032","B. L. Kashyap and Sons Limited","17-Mar-2006","1","1","1","-"
"PRATIBHA","INE308H01022","Pratibha Industries Limited","16-Mar-2006","2","2","1","-"
"INDOTECH","INE332H01014","Indo Tech Transformers Limited","16-Mar-2006","10","10","1","-"
"JKCEMENT","INE823G01014","JK Cement Limited","14-Mar-2006","10","10","1","-"
"GITANJALI","INE346H01014","Gitanjali Gems Limited","10-Mar-2006","10","10","1","-"
"KEC","INE389H01022","KEC International Limited","10-Mar-2006","2","2","1","-"
"SAKUMA","INE190H01016","Sakuma Exports Limited","08-Mar-2006","10","10","1","-"
"RCOM","INE330H01018","Reliance Communications Limited","06-Mar-2006","5","5","1","-"
"SUNILHITEC","INE305H01028","Sunil Hitech Engineers Limited","02-Mar-2006","1","1","1","-"
"SADBHAV","INE226H01026","Sadbhav Engineering Limited","01-Mar-2006","1","1","1","-"
"GVKPIL","INE251H01024","GVK Power & Infrastructure Limited","27-Feb-2006","1","1","1","-"
"INOXLEISUR","INE312H01016","INOX Leisure Limited","23-Feb-2006","10","10","1","-"
"JAGRAN","INE199G01027","Jagran Prakashan Limited","22-Feb-2006","2","2","1","-"
"GSPL","INE246F01010","Gujarat State Petronet Limited","16-Feb-2006","10","10","1","-"
"ENIL","INE265F01028","Entertainment Network (India) Limited","15-Feb-2006","10","10","1","-"
"ROHLTD","INE283H01019","Royal Orchid Hotels Limited","06-Feb-2006","10","10","1","-"
"STERTOOLS","INE334A01023","Sterling Tools Limited","02-Feb-2006","2","2","1","-"
"NITINSPIN","INE229H01012","Nitin Spinners Limited","02-Feb-2006","10","10","1","-"
"BALKRISIND","INE787D01026","Balkrishna Industries Limited","27-Jan-2006","2","2","1","-"
"ANSALAPI","INE436A01026","Ansal Properties & Infrastructure Limited","27-Jan-2006","5","5","1","-"
"TINPLATE","INE422C01014","The Tinplate Company of India Limited","27-Jan-2006","10","10","1","-"
"BARTRONICS","INE855F01034","Bartronics India Limited","12-Jan-2006","10","10","1","-"
"CELEBRITY","INE185H01016","Celebrity Fashions Limited","12-Jan-2006","10","10","1","-"
"PUNJLLOYD","INE701B01021","Punj Lloyd Limited","06-Jan-2006","2","2","1","-"
"PVR","INE191H01014","PVR Limited","04-Jan-2006","10","10","1","-"
"REPRO","INE461B01014","Repro India Limited","22-Dec-2005","10","10","1","-"
"EKC","INE184H01027","Everest Kanto Cylinder Limited","15-Dec-2005","2","2","1","-"
"EMCO","INE078A01026","Emco Limited","15-Dec-2005","2","2","1","-"
"NAHARINDUS","INE289A01011","Nahar Industrial Enterprises Limited","15-Dec-2005","10","10","1","-"
"ORIENTABRA","INE569C01020","Orient Abrasives Limited","15-Dec-2005","1","1","1","-"
"VIMTALABS","INE579C01029","Vimta Labs Limited","15-Dec-2005","2","2","1","-"
"AIAENG","INE212H01026","AIA Engineering Limited","14-Dec-2005","2","2","1","-"
"TRIVENI","INE256C01024","Triveni Engineering & Industries Limited","13-Dec-2005","1","1","1","-"
"SORILINFRA","INE034H01016","SORIL Infra Resources Limited","06-Dec-2005","10","10","1","-"
"BRFL","INE589G01011","Bombay Rayon Fashions Limited","05-Dec-2005","10","10","1","-"
"PBAINFRA","INE160H01019","PBA Infrastructure Limited","24-Nov-2005","10","10","1","-"
"BASML","INE186H01014","Bannari Amman Spinning Mills Limited","14-Nov-2005","10","10","1","-"
"RENUKA","INE087H01022","Shree Renuka Sugars Limited","31-Oct-2005","1","1","1","-"
"AURIONPRO","INE132H01018","Aurionpro Solutions Limited","25-Oct-2005","10","10","1","-"
"SUZLON","INE040H01021","Suzlon Energy Limited","19-Oct-2005","2","2","1","-"
"IMPAL","INE547E01014","India Motor Parts and Accessories Limited","07-Oct-2005","10","10","1","-"
"SUNFLAG","INE947A01014","Sunflag Iron And Steel Company Limited","29-Sep-2005","10","10","1","-"
"FCSSOFT","INE512B01022","FCS Software Solutions Limited","21-Sep-2005","1","1","1","-"
"RAJVIR","INE011H01014","Rajvir Industries Limited","20-Sep-2005","10","10","1","-"
"FEDDERELEC","INE249C01011","Fedders Electric and Engineering Limited","15-Sep-2005","10","10","1","-"
"ICIL","INE483B01026","Indo Count Industries Limited","12-Sep-2005","2","2","1","-"
"SASKEN","INE231F01020","Sasken Technologies Limited","09-Sep-2005","10","10","1","-"
"HTMEDIA","INE501G01024","HT Media Limited","01-Sep-2005","2","2","1","-"
"RML","INE050H01012","Rane (Madras) Limited","30-Aug-2005","10","10","1","-"
"GOLDIAM","INE025B01017","Goldiam International Limited","29-Aug-2005","10","10","1","-"
"PRECOT","INE283A01014","Precot Meridian Limited","19-Aug-2005","10","10","1","-"
"VIVIMEDLAB","INE526G01021","Vivimed Labs Limited","17-Aug-2005","2","2","1","-"
"IDFC","INE043D01016","IDFC Limited","12-Aug-2005","10","10","1","-"
"REVATHI","INE617A01013","Revathi Equipment Limited","11-Aug-2005","10","10","1","-"
"MCLEODRUSS","INE942G01012","Mcleod Russel India Limited","29-Jul-2005","5","5","1","-"
"SPLIL","INE978G01016","SPL Industries Limited","26-Jul-2005","10","10","1","-"
"NECLIFE","INE023H01027","Nectar Lifesciences Limited","18-Jul-2005","1","1","1","-"
"MSPL","INE752G01015","MSP Steel & Power Limited","18-Jul-2005","10","10","1","-"
"SUBROS","INE287B01021","Subros Limited","13-Jul-2005","2","2","1","-"
"YESBANK","INE528G01027","Yes Bank Limited","12-Jul-2005","2","2","1","-"
"GENUSPOWER","INE955D01029","Genus Power Infrastructures Limited","08-Jul-2005","1","1","1","-"
"GEOJITFSL","INE007B01023","Geojit Financial Services Limited","01-Jul-2005","1","1","1","-"
"INDIAGLYCO","INE560A01015","India Glycols Limited","01-Jul-2005","10","10","1","-"
"VHL","INE701A01023","Vardhman Holdings Limited","30-Jun-2005","10","10","1","-"
"CASTEXTECH","INE068D01021","Castex Technologies Limited","27-Jun-2005","2","2","1","-"
"MANINDS","INE993A01026","Man Industries (India) Limited","24-Jun-2005","5","5","1","-"
"JSWHL","INE824G01012","JSW Holdings Limited","21-Jun-2005","10","10","1","-"
"63MOONS","INE111B01023","63 moons technologies limited","20-Jun-2005","2","2","1","-"
"GRANULES","INE101D01020","Granules India Limited","20-Jun-2005","1","1","1","-"
"MERCATOR","INE934B01028","Mercator Limited","20-Jun-2005","1","1","1","-"
"PRIMESECU","INE032B01021","Prime Securities Limited","17-Jun-2005","5","5","1","-"
"JKPAPER","INE789E01012","JK Paper Limited","16-Jun-2005","10","10","1","-"
"SHAHALLOYS","INE640C01011","Shah Alloys Limited","16-Jun-2005","10","10","1","-"
"SURYALAXMI","INE713B01026","Suryalakshmi Cotton Mills Limited","15-Jun-2005","10","10","1","-"
"CYBERMEDIA","INE278G01037","Cyber Media (India) Limited","10-Jun-2005","10","10","1","-"
"SSWL","INE802C01017","Steel Strips Wheels Limited","06-Jun-2005","10","10","1","-"
"WELCORP","INE191B01025","Welspun Corp Limited","24-May-2005","5","5","1","-"
"SHOPERSTOP","INE498B01024","Shoppers Stop Limited","23-May-2005","5","5","1","-"
"MANGALAM","INE584F01014","Mangalam Drugs And Organics Limited","23-May-2005","10","10","1","-"
"IIFL","INE530B01024","IIFL Holdings Limited","17-May-2005","2","2","1","-"
"SAKSOFT","INE667G01015","Saksoft Limited","09-May-2005","10","10","1","-"
"ALLSEC","INE835G01018","Allsec Technologies Limited","09-May-2005","10","10","1","-"
"EVEREADY","INE128A01029","Eveready Industries India Limited","27-Apr-2005","5","5","1","-"
"GOKEX","INE887G01027","Gokaldas Exports Limited","27-Apr-2005","5","5","1","-"
"3IINFOTECH","INE748C01020","3i Infotech Limited","22-Apr-2005","10","10","1","-"
"GABRIEL","INE524A01029","Gabriel India Limited","20-Apr-2005","1","1","1","-"
"JPPOWER","INE351F01018","Jaiprakash Power Ventures Limited","18-Apr-2005","10","10","1","-"
"JINDALPHOT","INE796G01012","Jindal Photo Limited","07-Apr-2005","10","10","1","-"
"SHRIRAMCIT","INE722A01011","Shriram City Union Finance Limited","04-Apr-2005","10","10","1","-"
"GDL","INE852F01015","Gateway Distriparks Limited","31-Mar-2005","10","10","1","-"
"CONSOFINVT","INE025A01027","Consolidated Finvest & Holdings Limited","29-Mar-2005","10","10","1","-"
"JSWSTEEL","INE019A01038","JSW Steel Limited","23-Mar-2005","1","1","1","-"
"BEPL","INE922A01025","Bhansali Engineering Polymers Limited","21-Mar-2005","1","1","1","-"
"JETAIRWAYS","INE802G01018","Jet Airways (India) Limited","14-Mar-2005","10","10","1","-"
"XCHANGING","INE692G01013","Xchanging Solutions Limited","09-Mar-2005","10","10","1","-"
"VIPIND","INE054A01027","VIP Industries Limited","02-Mar-2005","2","2","1","-"
"PATELENG","INE244B01030","Patel Engineering Limited","24-Feb-2005","1","1","1","-"
"RANASUG","INE625B01014","Rana Sugars Limited","24-Feb-2005","10","10","1","-"
"SUPRAJIT","INE399C01030","Suprajit Engineering Limited","18-Feb-2005","1","1","1","-"
"IMPEXFERRO","INE691G01015","Impex Ferro Tech Limited","03-Feb-2005","10","10","1","-"
"INDOCO","INE873D01024","Indoco Remedies Limited","14-Jan-2005","2","2","1","-"
"MRPL","INE103A01014","Mangalore Refinery and Petrochemicals Limited","07-Jan-2005","10","10","1","-"
"PRESSMN","INE980A01023","Pressman Advertising Limited","05-Jan-2005","2","2","1","-"
"DWARKESH","INE366A01041","Dwarikesh Sugar Industries Limited","31-Dec-2004","1","1","1","-"
"JBMA","INE927D01028","JBM Auto Limited","17-Dec-2004","5","5","1","-"
"KOTARISUG","INE419A01022","Kothari Sugars And Chemicals Limited","13-Dec-2004","10","10","1","-"
"SALSTEEL","INE658G01014","S.A.L. Steel Limited","24-Nov-2004","10","10","1","-"
"NTPC","INE733E01010","NTPC Limited","05-Nov-2004","10","10","1","-"
"WELENT","INE625G01013","Welspun Enterprises Limited","04-Nov-2004","10","10","1","-"
"ASTRAMICRO","INE386C01029","Astra Microwave Products Limited","01-Nov-2004","2","2","1","-"
"GUFICBIO","INE742B01025","Gufic Biosciences Limited","19-Oct-2004","1","1","1","-"
"INDSWFTLTD","INE788B01028","Ind-Swift Limited","18-Oct-2004","2","2","1","-"
"PAPERPROD","INE275B01026","Huhtamaki PPL Limited","01-Oct-2004","2","2","1","-"
"TITAN","INE280A01028","Titan Company Limited","24-Sep-2004","1","1","1","-"
"GULFPETRO","INE586G01017","GP Petroleums Limited","24-Sep-2004","5","5","1","-"
"OCL","INE290B01025","OCL India Limited","15-Sep-2004","2","2","1","-"
"GRUH","INE580B01029","Gruh Finance Limited","10-Sep-2004","2","2","1","-"
"GREAVESCOT","INE224A01026","Greaves Cotton Limited","09-Sep-2004","2","2","1","-"
"TEXINFRA","INE435C01024","Texmaco Infrastructure & Holdings Limited","09-Sep-2004","1","1","1","-"
"EICHERMOT","INE066A01013","Eicher Motors Limited","07-Sep-2004","10","10","1","-"
"NIITTECH","INE591G01017","NIIT Technologies Limited","30-Aug-2004","10","10","1","-"
"TCS","INE467B01029","Tata Consultancy Services Limited","25-Aug-2004","1","1","1","-"
"MAHSEAMLES","INE271B01025","Maharashtra Seamless Limited","25-Aug-2004","5","5","1","-"
"ULTRACEMCO","INE481G01011","UltraTech Cement Limited","24-Aug-2004","10","10","1","-"
"NIITLTD","INE161A01038","NIIT Limited","16-Aug-2004","2","2","1","-"
"3MINDIA","INE470A01017","3M India Limited","13-Aug-2004","10","10","1","-"
"CENTEXT","INE281A01026","Century Extrusions Limited","20-Jul-2004","1","1","1","-"
"APARINDS","INE372A01015","Apar Industries Limited","12-Jul-2004","10","10","1","-"
"SUPERSPIN","INE662A01027","Super Spinning Mills Limited","08-Jul-2004","1","1","1","-"
"PGHH","INE179A01014","Procter & Gamble Hygiene and Health Care Limited","07-Jul-2004","10","10","1","-"
"LT","INE018A01030","Larsen & Toubro Limited","23-Jun-2004","2","2","1","-"
"EXCELCROP","INE223G01017","Excel Crop Care Limited","16-Jun-2004","5","5","1","-"
"EXCELINDUS","INE369A01029","Excel Industries Limited","16-Jun-2004","5","5","1","-"
"MONNETISPA","INE743C01013","Monnet Ispat and Energy Limited","14-Jun-2004","10","10","1","-"
"JPASSOCIAT","INE455F01025","Jaiprakash Associates Limited","14-Jun-2004","2","2","1","-"
"TRENT","INE849A01020","Trent Limited","07-Jun-2004","1","1","1","-"
"CCL","INE421D01022","CCL Products (India) Limited","07-Jun-2004","2","2","1","-"
"MPHASIS","INE356A01018","MphasiS Limited","04-Jun-2004","10","10","1","-"
"KAJARIACER","INE217B01036","Kajaria Ceramics Limited","01-Jun-2004","1","1","1","-"
"MURUDCERA","INE692B01014","Murudeshwar Ceramics Limited","28-May-2004","10","10","1","-"
"MIRCELECTR","INE831A01028","MIRC Electronics Limited","24-May-2004","1","1","1","-"
"NDTV","INE155G01029","New Delhi Television Limited","19-May-2004","4","4","1","-"
"IPAPPM","INE435A01028","International Paper APPM Limited","13-May-2004","10","10","1","-"
"DATAMATICS","INE365B01017","Datamatics Global Services Limited","07-May-2004","5","5","1","-"
"RKFORGE","INE399G01015","Ramkrishna Forgings Limited","05-May-2004","10","10","1","-"
"XPROINDIA","INE445C01015","Xpro India Limited","27-Apr-2004","10","10","1","-"
"MAGMA","INE511C01022","Magma Fincorp Limited","27-Apr-2004","2","2","1","-"
"MAHABANK","INE457A01014","Bank of Maharashtra","12-Apr-2004","10","10","1","-"
"PTC","INE877F01012","PTC India Limited","07-Apr-2004","10","10","1","-"
"BIOCON","INE376G01013","Biocon Limited","07-Apr-2004","5","5","1","-"
"VAIBHAVGBL","INE884A01019","Vaibhav Global Limited","05-Apr-2004","10","10","1","-"
"DHANBANK","INE680A01011","Dhanlaxmi Bank Limited","01-Apr-2004","10","10","1","-"
"PETRONET","INE347G01014","Petronet LNG Limited","26-Mar-2004","10","10","1","-"
"SIMPLEXINF","INE059B01024","Simplex Infrastructures Limited","09-Mar-2004","2","2","1","-"
"JBFIND","INE187A01017","JBF Industries Limited","25-Feb-2004","10","10","1","-"
"MUKANDLTD","INE304A01026","Mukand Limited","23-Feb-2004","10","10","1","-"
"SIL","INE173A01025","Standard Industries Limited","27-Jan-2004","5","5","1","-"
"UPL","INE628A01036","UPL Limited","23-Jan-2004","2","2","1","-"
"UNIENTER","INE037A01022","Uniphos Enterprises Limited","23-Jan-2004","2","2","1","-"
"TVTODAY","INE038F01029","TV Today Network Limited","16-Jan-2004","5","5","1","-"
"DREDGECORP","INE506A01018","Dredging Corporation of India Limited","15-Jan-2004","10","10","1","-"
"JTEKTINDIA","INE643A01035","Jtekt India Limited","12-Jan-2004","1","1","1","-"
"IGL","INE203G01027","Indraprastha Gas Limited","26-Dec-2003","2","2","1","-"
"TVSELECT","INE236G01019","TVS Electronics Limited","26-Dec-2003","10","10","1","-"
"JAIBALAJI","INE091G01018","Jai Balaji Industries Limited","09-Dec-2003","10","10","1","-"
"WELSPUNIND","INE192B01031","Welspun India Limited","04-Dec-2003","1","1","1","-"
"BHUSANSTL","INE824B01021","Bhushan Steel Limited","21-Nov-2003","2","2","1","-"
"JSL","INE220G01021","Jindal Stainless Limited","17-Nov-2003","2","2","1","-"
"NSIL","INE023A01030","Nalwa Sons Investments Limited","17-Nov-2003","10","10","1","-"
"BHEL","INE257A01026","Bharat Heavy Electricals Limited","11-Nov-2003","2","2","1","-"
"BEML","INE258A01016","BEML Limited","05-Nov-2003","10","10","1","-"
"SUVEN","INE495B01038","Suven Life Sciences Limited","23-Oct-2003","1","1","1","-"
"BAGFILMS","INE116D01028","B.A.G Films and Media Limited","17-Oct-2003","2","2","1","-"
"NCC","INE868B01028","NCC Limited","14-Oct-2003","2","2","1","-"
"IGARASHI","INE188B01013","Igarashi Motors India Limited","09-Oct-2003","10","10","1","-"
"UCOBANK","INE691A01018","UCO Bank","09-Oct-2003","10","10","1","-"
"VARDHACRLC","INE116G01013","Vardhman Acrylics Limited","30-Sep-2003","10","10","1","-"
"HINDOILEXP","INE345A01011","Hindustan Oil Exploration Company Limited","23-Sep-2003","10","10","1","-"
"AARTIDRUGS","INE767A01016","Aarti Drugs Limited","19-Sep-2003","10","10","1","-"
"TATAELXSI","INE670A01012","Tata Elxsi Limited","17-Sep-2003","10","10","1","-"
"ITI","INE248A01017","ITI Limited","15-Sep-2003","10","10","1","-"
"KANSAINER","INE531A01024","Kansai Nerolac Paints Limited","15-Sep-2003","1","1","1","-"
"AMARAJABAT","INE885A01032","Amara Raja Batteries Limited","05-Sep-2003","1","1","1","-"
"SUBEX","INE754A01014","Subex Limited","05-Sep-2003","10","10","1","-"
"VSTIND","INE710A01016","VST Industries Limited","05-Sep-2003","10","10","1","-"
"SMLISUZU","INE294B01019","SML Isuzu Limited","29-Aug-2003","10","10","1","-"
"OPTOCIRCUI","INE808B01016","Opto Circuits (India) Limited","25-Aug-2003","10","10","1","-"
"PRSMJOHNSN","INE010A01011","Prism Johnson Limited","20-Aug-2003","10","10","1","-"
"SRF","INE647A01010","SRF Limited","18-Aug-2003","10","10","1","-"
"GHCL","INE539A01019","GHCL Limited","31-Jul-2003","10","10","1","-"
"GILLETTE","INE322A01010","Gillette India Limited","30-Jul-2003","10","10","1","-"
"VENKEYS","INE398A01010","Venky's (India) Limited","28-Jul-2003","10","10","1","-"
"AGCNET","INE676A01019","AGC Networks Limited","22-Jul-2003","10","10","1","-"
"HONAUT","INE671A01010","Honeywell Automation India Limited","18-Jul-2003","10","10","1","-"
"MARUTI","INE585B01010","Maruti Suzuki India Limited","09-Jul-2003","5","5","1","-"
"ZENSARTECH","INE520A01019","Zensar Technologies Limited","09-Jul-2003","10","10","1","-"
"CENTURYTEX","INE055A01016","Century Textiles & Industries Limited","27-Jun-2003","10","10","1","-"
"ELECTCAST","INE086A01029","Electrosteel Castings Limited","20-Jun-2003","1","1","1","-"
"INDORAMA","INE156A01020","Indo Rama Synthetics (India) Limited","20-Jun-2003","10","10","1","-"
"RADICO","INE944F01028","Radico Khaitan Limited","18-Jun-2003","2","2","1","-"
"BATAINDIA","INE176A01028","Bata India Limited","18-Jun-2003","5","5","1","-"
"EXIDEIND","INE302A01020","Exide Industries Limited","17-Jun-2003","1","1","1","-"
"GSKCONS","INE264A01014","GlaxoSmithKline Consumer Healthcare Limited","16-Jun-2003","10","10","1","-"
"JUBILANT","INE700A01033","Jubilant Life Sciences Limited","16-Jun-2003","1","1","1","-"
"DRREDDY","INE089A01023","Dr. Reddy's Laboratories Limited","30-May-2003","5","5","1","-"
"AUTOAXLES","INE449A01011","Automotive Axles Limited","29-May-2003","10","10","1","-"
"PSL","INE474B01017","PSL Limited","29-May-2003","10","10","1","-"
"BANARISUG","INE459A01010","Bannari Amman Sugars Limited","28-May-2003","10","10","1","-"
"NELCO","INE045B01015","NELCO Limited","28-May-2003","10","10","1","-"
"TATAMETALI","INE056C01010","Tata Metaliks Limited","27-May-2003","10","10","1","-"
"SANOFI","INE058A01010","Sanofi India Limited","19-May-2003","10","10","1","-"
"TIRUMALCHM","INE338A01016","Thirumalai Chemicals Limited","14-May-2003","10","10","1","-"
"BOSCHLTD","INE323A01026","Bosch Limited","12-May-2003","10","10","1","-"
"VARDMNPOLY","INE835A01011","Vardhman Polytex Limited","12-May-2003","10","10","1","-"
"RICOAUTO","INE209B01025","Rico Auto Industries Limited","12-May-2003","1","1","1","-"
"MUNJALSHOW","INE577A01027","Munjal Showa Limited","12-May-2003","2","2","1","-"
"FOSECOIND","INE519A01011","Foseco India Limited","05-May-2003","10","10","1","-"
"MOSERBAER","INE739A01015","Moser-Baer (I) Limited","02-May-2003","10","10","1","-"
"JINDALSAW","INE324A01024","Jindal Saw Limited","29-Apr-2003","2","2","1","-"
"JBCHEPHARM","INE572A01028","JB Chemicals & Pharmaceuticals Limited","29-Apr-2003","2","2","1","-"
"HEROMOTOCO","INE158A01026","Hero MotoCorp Limited","11-Apr-2003","2","2","1","-"
"POLYPLEX","INE633B01018","Polyplex Corporation Limited","11-Apr-2003","10","10","1","-"
"BHARATFORG","INE465A01025","Bharat Forge Limited","04-Apr-2003","2","2","1","-"
"GARDENSILK","INE526A01016","Garden Silk Mills Limited","01-Apr-2003","10","10","1","-"
"BAJFINANCE","INE296A01024","Bajaj Finance Limited","01-Apr-2003","2","2","1","-"
"HONDAPOWER","INE634A01018","Honda Siel Power Products Limited","01-Apr-2003","10","10","1","-"
"HCC","INE549A01026","Hindustan Construction Company Limited","01-Apr-2003","1","1","1","-"
"STCINDIA","INE655A01013","The State Trading Corporation of India Limited","01-Apr-2003","10","10","1","-"
"DIVISLAB","INE361B01024","Divi's Laboratories Limited","12-Mar-2003","2","2","1","-"
"RADAAN","INE874F01027","Radaan Mediaworks India Limited","27-Feb-2003","2","2","1","-"
"GODREJIND","INE233A01035","Godrej Industries Limited","25-Feb-2003","1","1","1","-"
"TATASPONGE","INE674A01014","Tata Sponge Iron Limited","24-Feb-2003","10","10","1","-"
"OMAXAUTO","INE090B01011","Omax Autos Limited","20-Feb-2003","10","10","1","-"
"GRAPHITE","INE371A01025","Graphite India Limited","07-Feb-2003","2","2","1","-"
"TNTELE","INE141D01018","Tamilnadu Telecommunication Limited","04-Feb-2003","10","10","1","-"
"GENESYS","INE727B01026","Genesys International Corporation Limited","23-Jan-2003","5","5","1","-"
"DEEPAKFERT","INE501A01019","Deepak Fertilizers and Petrochemicals Corporation Limited","17-Jan-2003","10","10","1","-"
"VTL","INE825A01012","Vardhman Textiles Limited","14-Jan-2003","10","10","1","-"
"RUCHISOYA","INE619A01027","Ruchi Soya Industries Limited","02-Jan-2003","2","2","1","-"
"CANBK","INE476A01014","Canara Bank","23-Dec-2002","10","10","1","-"
"NUCLEUS","INE096B01018","Nucleus Software Exports Limited","19-Dec-2002","10","10","1","-"
"BLUEDART","INE233B01017","Blue Dart Express Limited","12-Dec-2002","10","10","1","-"
"ATFL","INE209A01019","Agro Tech Foods Limited","06-Dec-2002","10","10","1","-"
"NOIDATOLL","INE781B01015","Noida Toll Bridge Company Limited","06-Dec-2002","10","10","1","-"
"ALBK","INE428A01015","Allahabad Bank","29-Nov-2002","10","10","1","-"
"SANDESH","INE583B01015","The Sandesh Limited","26-Nov-2002","10","10","1","-"
"TORNTPHARM","INE685A01028","Torrent Pharmaceuticals Limited","25-Nov-2002","5","5","1","-"
"VESUVIUS","INE386A01015","Vesuvius India Limited","04-Oct-2002","10","10","1","-"
"DHFL","INE202B01012","Dewan Housing Finance Corporation Limited","01-Oct-2002","10","10","1","-"
"APTECHT","INE266F01018","Aptech Limited","27-Sep-2002","10","10","1","-"
"NATNLSTEEL","INE088B01015","National Steel And Agro Industries Limited","26-Sep-2002","10","10","1","-"
"UNIONBANK","INE692A01016","Union Bank of India","24-Sep-2002","10","10","1","-"
"OFSS","INE881D01027","Oracle Financial Services Software Limited","28-Jun-2002","5","5","1","-"
"HEXAWARE","INE093A01033","Hexaware Technologies Limited","14-Jun-2002","2","2","1","-"
"TIMESGTY","INE289C01025","Times Guaranty Limited","11-Jun-2002","10","10","1","-"
"SURANAT&P","INE130B01031","Surana Telecom and Power Limited","22-May-2002","1","1","1","-"
"PNB","INE160A01022","Punjab National Bank","24-Apr-2002","2","2","1","-"
"PONNIERODE","INE838E01017","Ponni Sugars (Erode) Limited","16-Apr-2002","10","10","1","-"
"GOLDINFRA","INE260D01016","Goldstone Infratech Limited","20-Mar-2002","4","4","1","-"
"ASAL","INE900C01027","Automotive Stampings and Assemblies Limited","12-Mar-2002","10","10","1","-"
"BHARTIARTL","INE397D01024","Bharti Airtel Limited","15-Feb-2002","5","5","1","-"
"ESSELPACK","INE255A01020","Essel Propack Limited","11-Feb-2002","2","2","1","-"
"TCI","INE688A01022","Transport Corporation of India Limited","21-Jan-2002","2","2","1","-"
"KRBL","INE001B01026","KRBL Limited","21-Jan-2002","1","1","1","-"
"HITECHGEAR","INE127B01011","The Hi-Tech Gears Limited","21-Jan-2002","10","10","1","-"
"MARKSANS","INE750C01026","Marksans Pharma Limited","21-Jan-2002","1","1","1","-"
"MPSLTD","INE943D01017","MPS Limited","21-Jan-2002","10","10","1","-"
"JINDALPOLY","INE197D01010","Jindal Poly Films Limited","21-Jan-2002","10","10","1","-"
"FEL","INE623B01027","Future Enterprises Limited","05-Nov-2001","2","2","1","-"
"MCDOWELL-N","INE854D01016","United Spirits Limited","27-Sep-2001","10","10","1","-"
"LUPIN","INE326A01037","Lupin Limited","10-Sep-2001","2","2","1","-"
"JISLJALEQS","INE175A01038","Jain Irrigation Systems Limited","13-Aug-2001","2","2","1","-"
"AKZOINDIA","INE133A01011","Akzo Nobel India Limited","28-Jun-2001","10","10","1","-"
"GODREJCP","INE102D01028","Godrej Consumer Products Limited","20-Jun-2001","1","1","1","-"
"ASTRAZEN","INE203A01020","AstraZeneca Pharma India Limited","04-May-2001","2","2","1","-"
"SMARTLINK","INE178C01020","Smartlink Network Systems Limited","11-Apr-2001","2","2","1","-"
"GOLDTECH","INE805A01014","Goldstone Technologies Limited","11-Apr-2001","10","10","1","-"
"NEXTMEDIA","INE747B01016","Next Mediaworks Limited","04-Apr-2001","10","10","1","-"
"ANDHRABANK","INE434A01013","Andhra Bank","04-Apr-2001","10","10","1","-"
"HAVELLS","INE176B01034","Havells India Limited","21-Mar-2001","1","1","1","-"
"SHIRPUR-G","INE196B01016","Shirpur Gold Refinery Limited","21-Mar-2001","10","10","1","-"
"ONWARDTEC","INE229A01017","Onward Technologies Limited","07-Mar-2001","10","10","1","-"
"TRIDENT","INE064C01014","Trident Limited","21-Feb-2001","10","10","1","-"
"HIKAL","INE475B01022","Hikal Limited","14-Feb-2001","2","2","1","-"
"BSELINFRA","INE395A01016","BSEL Infrastructure Realty Limited","07-Feb-2001","10","10","1","-"
"UNICHEMLAB","INE351A01035","Unichem Laboratories Limited","07-Feb-2001","2","2","1","-"
"KHANDSE","INE060B01014","Khandwala Securities Limited","07-Feb-2001","10","10","1","-"
"WSTCSTPAPR","INE976A01021","West Coast Paper Mills Limited","17-Jan-2001","2","2","1","-"
"VIJAYABANK","INE705A01016","Vijaya Bank","10-Jan-2001","10","10","1","-"
"AXISCADES","INE555B01013","AXISCADES Engineering Technologies Limited","21-Dec-2000","5","5","1","-"
"CREATIVEYE","INE230B01021","Creative Eye Limited","20-Dec-2000","5","5","1","-"
"QUINTEGRA","INE033B01011","Quintegra Solutions Limited","20-Dec-2000","10","10","1","-"
"TAJGVK","INE586B01026","Taj GVK Hotels & Resorts Limited","20-Dec-2000","2","2","1","-"
"GLAXO","INE159A01016","GlaxoSmithKline Pharmaceuticals Limited","15-Dec-2000","10","10","1","-"
"KALPATPOWR","INE220B01022","Kalpataru Power Transmission Limited","15-Dec-2000","2","2","1","-"
"PNC","INE392B01011","Pritish Nandy Communications Limited","11-Dec-2000","10","10","1","-"
"STRTECH","INE089C01029","Sterlite Technologies Limited","08-Dec-2000","2","2","1","-"
"IOB","INE565A01014","Indian Overseas Bank","07-Dec-2000","10","10","1","-"
"SCHAEFFLER","INE513A01014","Schaeffler India Limited","29-Nov-2000","10","10","1","-"
"BALAJITELE","INE794B01026","Balaji Telefilms Limited","22-Nov-2000","2","2","1","-"
"TIPSINDLTD","INE716B01011","TIPS Industries Limited","10-Nov-2000","10","10","1","-"
"MRO-TEK","INE398B01018","MRO-TEK Realty Limited","01-Nov-2000","5","5","1","-"
"TTML","INE517B01013","Tata Teleservices (Maharashtra) Limited","20-Oct-2000","10","10","1","-"
"USHAMART","INE228A01035","Usha Martin Limited","11-Oct-2000","1","1","1","-"
"GAEL","INE036B01022","Gujarat Ambuja Exports Limited","11-Oct-2000","2","2","1","-"
"PNBGILTS","INE859A01011","PNB Gilts Limited","18-Sep-2000","10","10","1","-"
